,State,Shape,City,Sight_Date,Sigth_Time,Sight_Day,Sight_Month,Sight_WeekDate
35006,CT,Light,Woodbury,22/06/2013,04:30,22,06,Sábado
35007,CA,Sphere,Mt. Shasta,22/06/2013,03:30,22,06,Sábado
35008,MI,Light,Northville,22/06/2013,02:00,22,06,Sábado
35009,NC,Unknown,Waxhaw,22/06/2013,01:25,22,06,Sábado
35010,WA,Oval,Chehalis,22/06/2013,01:05,22,06,Sábado
35011,OH,Fireball,West Chester,22/06/2013,00:00,22,06,Sábado
35012,MI,Fireball,Grand Rapids,21/06/2013,23:55,21,06,Sexta-Feira
35013,OR,Circle,Portland,21/06/2013,23:50,21,06,Sexta-Feira
35014,IL,Circle,Barrington,21/06/2013,23:15,21,06,Sexta-Feira
35015,GA,Fireball,Loganville,21/06/2013,23:08,21,06,Sexta-Feira
35016,MA,Light,Swampscott,21/06/2013,23:00,21,06,Sexta-Feira
35017,WV,Light,Parkersburg,21/06/2013,22:50,21,06,Sexta-Feira
35018,MI,Disk,Macomb,21/06/2013,22:50,21,06,Sexta-Feira
35019,GA,Disk,Centerville,21/06/2013,22:42,21,06,Sexta-Feira
35020,NY,Sphere,Salamanca,21/06/2013,22:38,21,06,Sexta-Feira
35021,NC,Sphere,Wilmington,21/06/2013,22:30,21,06,Sexta-Feira
35022,PA,Circle,Creekside,21/06/2013,22:30,21,06,Sexta-Feira
35023,KY,Triangle,Richmond,21/06/2013,22:30,21,06,Sexta-Feira
35024,CA,Unknown,West Sacramento,21/06/2013,22:25,21,06,Sexta-Feira
35025,CA,Light,San Francisco,21/06/2013,22:24,21,06,Sexta-Feira
35026,IL,Sphere,Prospect Heights,21/06/2013,22:00,21,06,Sexta-Feira
35027,CA,Triangle,El Cajon,21/06/2013,22:00,21,06,Sexta-Feira
