,State,Shape,City,Sight_Date,Sigth_Time,Sight_Day,Sight_Month,Sight_WeekDate
16668,OK,Circle,Tulsa,08/11/2009,06:55,08,11,Domingo
16669,OH,Diamond,Cincinnati,07/11/2009,00:00,07,11,Sábado
16670,NC,Unknown,Franklin,07/11/2009,23:00,07,11,Sábado
16671,UT,Fireball,Horseshoe Springs,07/11/2009,23:00,07,11,Sábado
16672,MS,Diamond,Louisville,07/11/2009,22:00,07,11,Sábado
16673,KY,Light,Ft. Mitchell,07/11/2009,20:54,07,11,Sábado
16674,KY,Unknown,Erlanger,07/11/2009,19:52,07,11,Sábado
16675,NV,Cylinder,Reno,07/11/2009,16:45,07,11,Sábado
16676,HI,Other,Honolulu,07/11/2009,10:26,07,11,Sábado
16677,CA,Unknown,Saline Valley,07/11/2009,09:00,07,11,Sábado
16678,PA,Circle,Chambersburg,07/11/2009,07:18,07,11,Sábado
16679,MN,Light,Hopkins,07/11/2009,02:30,07,11,Sábado
16680,NM,Disk,Farmington,06/11/2009,21:45,06,11,Sexta-Feira
16681,CO,Light,Longmont,06/11/2009,18:20,06,11,Sexta-Feira
16682,MS,Circle,Biloxi,06/11/2009,18:00,06,11,Sexta-Feira
16683,TX,Cigar,Austin,06/11/2009,16:05,06,11,Sexta-Feira
16684,FL,Cigar,Tampa,06/11/2009,08:15,06,11,Sexta-Feira
16685,LA,Fireball,Ponchatoula,05/11/2009,23:59,05,11,Quinta-Feira
16686,FL,Other,Plant City,05/11/2009,23:00,05,11,Quinta-Feira
16687,NC,Fireball,Franklinton,05/11/2009,22:45,05,11,Quinta-Feira
16688,FL,Light,Aventura,05/11/2009,21:00,05,11,Quinta-Feira
16689,TX,Light,Grapevine,05/11/2009,19:45,05,11,Quinta-Feira
16690,FL,Triangle,Fort Walton Beach,05/11/2009,19:30,05,11,Quinta-Feira
16691,WI,Fireball,Beloit,05/11/2009,18:33,05,11,Quinta-Feira
16692,CA,Light,Valencia,05/11/2009,05:00,05,11,Quinta-Feira
16693,NJ,Disk,North Bergen,05/11/2009,00:45,05,11,Quinta-Feira
16694,AZ,Light,Wellton,04/11/2009,20:15,04,11,Quarta-Feira
16695,OR,Triangle,Salem,04/11/2009,18:30,04,11,Quarta-Feira
16696,CA,Other,Pleasanton,04/11/2009,18:00,04,11,Quarta-Feira
16697,NJ,Unknown,Toms River,04/11/2009,17:45,04,11,Quarta-Feira
16698,MI,Light,Rockford,04/11/2009,16:30,04,11,Quarta-Feira
16699,PA,Other,Mechanicsburg,03/11/2009,22:05,03,11,Terça-Feira
16700,NC,Light,Fuquay Varina,03/11/2009,19:30,03,11,Terça-Feira
16701,FL,Disk,Wellington,03/11/2009,19:00,03,11,Terça-Feira
16702,OK,Other,Oklahoma City,03/11/2009,18:50,03,11,Terça-Feira
16703,MD,Sphere,Laurel,03/11/2009,15:45,03,11,Terça-Feira
16704,MO,Disk,Springfield,03/11/2009,00:11,03,11,Terça-Feira
16705,OK,Triangle,Owasso,03/11/2009,,03,11,Terça-Feira
16706,TX,Rectangle,Gatesville,02/11/2009,22:40,02,11,Segunda-Feira
16707,OH,Triangle,Madison,02/11/2009,21:00,02,11,Segunda-Feira
16708,NE,Light,Omaha,02/11/2009,21:00,02,11,Segunda-Feira
16709,OR,Circle,Coos Bay,02/11/2009,20:30,02,11,Segunda-Feira
16710,WA,Flash,Bainbridge Island,02/11/2009,18:00,02,11,Segunda-Feira
16711,FL,Changing,West Palm Beach,02/11/2009,09:00,02,11,Segunda-Feira
16712,NJ,Triangle,Paterson,01/11/2009,23:00,01,11,Domingo
16713,GA,Rectangle,Knoxville,01/11/2009,22:00,01,11,Domingo
16714,CA,Light,El Dorado Hills (suburb of Sacramento),01/11/2009,21:25,01,11,Domingo
16715,FL,Triangle,Tampa,01/11/2009,21:15,01,11,Domingo
16716,IN,Disk,Merrillville,01/11/2009,21:00,01,11,Domingo
16717,TX,Light,Post,01/11/2009,20:40,01,11,Domingo
16718,TX,Unknown,Corpus Christi,01/11/2009,20:00,01,11,Domingo
16719,VA,Triangle,Richmond,01/11/2009,18:30,01,11,Domingo
16720,CA,Triangle,Redondo Beach,01/11/2009,18:06,01,11,Domingo
16721,IN,Oval,New Albany,01/11/2009,17:20,01,11,Domingo
16722,SC,Rectangle,North Charleston,01/11/2009,17:00,01,11,Domingo
16723,IA,Sphere,Ottumwa,01/11/2009,16:15,01,11,Domingo
16724,MS,Sphere,Louin,01/11/2009,12:00,01,11,Domingo
16725,CA,Changing,Redding,01/11/2009,01:48,01,11,Domingo
16726,CA,Triangle,El Cajon,31/12/2009,23:59,31,12,Quinta-Feira
16727,TX,Disk,Austin,31/12/2009,23:46,31,12,Quinta-Feira
16728,CA,Light,Covina,31/12/2009,23:45,31,12,Quinta-Feira
16729,LA,Unknown,Livingston,31/12/2009,23:30,31,12,Quinta-Feira
16730,MO,Circle,St. Louis,31/12/2009,23:30,31,12,Quinta-Feira
16731,FL,Circle,Lake Worth,31/12/2009,23:15,31,12,Quinta-Feira
16732,WI,Light,Jackson,31/12/2009,23:15,31,12,Quinta-Feira
16733,SD,Formation,Aberdeen,31/12/2009,23:00,31,12,Quinta-Feira
16734,TX,Circle,Tomball,31/12/2009,22:00,31,12,Quinta-Feira
16735,LA,Disk,Mandeville,31/12/2009,21:45,31,12,Quinta-Feira
16736,LA,Sphere,Slidell,31/12/2009,21:00,31,12,Quinta-Feira
16737,LA,Light,Mandeville,31/12/2009,21:00,31,12,Quinta-Feira
16738,CO,Triangle,Denver,31/12/2009,21:00,31,12,Quinta-Feira
16739,LA,Sphere,Slidell,31/12/2009,21:00,31,12,Quinta-Feira
16740,CA,Cigar,N. Hollywood,31/12/2009,10:30,31,12,Quinta-Feira
16741,TN,Disk,Spring Hill,31/12/2009,09:30,31,12,Quinta-Feira
16742,CA,Circle,Lemon Grove,31/12/2009,00:00,31,12,Quinta-Feira
16743,ID,Light,Boise,30/12/2009,21:04,30,12,Quarta-Feira
16744,NJ,Light,Stanhope,30/12/2009,19:00,30,12,Quarta-Feira
16745,TX,Other,Gulf of Mexico (over),30/12/2009,14:00,30,12,Quarta-Feira
16746,CT,Fireball,Meriden,30/12/2009,06:20,30,12,Quarta-Feira
16747,FL,Triangle,Celebration,30/12/2009,00:15,30,12,Quarta-Feira
16748,MD,Circle,Perryville,29/12/2009,23:00,29,12,Terça-Feira
16749,OR,Disk,La Pine,29/12/2009,21:00,29,12,Terça-Feira
16750,NC,Fireball,Durham,29/12/2009,20:50,29,12,Terça-Feira
16751,GA,Unknown,Valdosta,29/12/2009,20:40,29,12,Terça-Feira
16752,SC,Light,Columbia,29/12/2009,20:30,29,12,Terça-Feira
16753,NY,Light,New York City (Brooklyn),29/12/2009,20:00,29,12,Terça-Feira
16754,MI,Light,Temperence,29/12/2009,01:00,29,12,Terça-Feira
16755,WA,Fireball,Oak Harbor,28/12/2009,18:00,28,12,Segunda-Feira
16756,GA,Disk,Statesboro,28/12/2009,06:00,28,12,Segunda-Feira
16757,SC,Triangle,Cherry Grove,28/12/2009,03:30,28,12,Segunda-Feira
16758,PA,Circle,Mount Cobb,28/12/2009,01:45,28,12,Segunda-Feira
16759,CA,Disk,Riverside,27/12/2009,22:00,27,12,Domingo
16760,HI,Circle,Honolulu,27/12/2009,20:00,27,12,Domingo
16761,FL,Light,Pembroke Pines,27/12/2009,18:11,27,12,Domingo
16762,PA,Rectangle,Spring Grove,27/12/2009,05:45,27,12,Domingo
16763,PA,Rectangle,Spring Grove,27/12/2009,05:45,27,12,Domingo
16764,AK,Disk,Bethel,26/12/2009,17:30,26,12,Sábado
16765,WA,Light,Vancouver,26/12/2009,16:35,26,12,Sábado
16766,WA,Light,Tacoma,26/12/2009,16:35,26,12,Sábado
16767,NV,Unknown,Reno,26/12/2009,06:15,26,12,Sábado
16768,TX,Formation,Mico,26/12/2009,01:36,26,12,Sábado
16769,CA,Formation,Riverside,26/12/2009,00:00,26,12,Sábado
16770,AR,Unknown,Lonoke,25/12/2009,21:00,25,12,Sexta-Feira
16771,TX,Triangle,Cleburne,25/12/2009,19:46,25,12,Sexta-Feira
16772,WA,Sphere,Kelso,25/12/2009,16:25,25,12,Sexta-Feira
16773,TN,Circle,Loudon,25/12/2009,09:33,25,12,Sexta-Feira
16774,CA,Light,Los Gatos,25/12/2009,03:00,25,12,Sexta-Feira
16775,GA,Oval,Calhoun,25/12/2009,01:00,25,12,Sexta-Feira
16776,TX,Unknown,Seabrook,25/12/2009,00:30,25,12,Sexta-Feira
16777,CA,Cylinder,Downey,25/12/2009,00:30,25,12,Sexta-Feira
16778,CA,Changing,Phillips Ranch,24/12/2009,23:35,24,12,Quinta-Feira
16779,MA,Other,Weymouth,24/12/2009,21:00,24,12,Quinta-Feira
16780,CA,Formation,Anaheim,24/12/2009,18:30,24,12,Quinta-Feira
16781,VA,Other,Fairfax,24/12/2009,01:00,24,12,Quinta-Feira
16782,MA,Circle,Grafton,23/12/2009,21:00,23,12,Quarta-Feira
16783,LA,Light,Baton Rouge,23/12/2009,19:47,23,12,Quarta-Feira
16784,MA,Triangle,Boston,23/12/2009,19:30,23,12,Quarta-Feira
16785,OH,Triangle,Lancaster,23/12/2009,19:00,23,12,Quarta-Feira
16786,TX,Other,Burkeville,23/12/2009,15:49,23,12,Quarta-Feira
16787,NJ,Oval,Columbus,23/12/2009,15:20,23,12,Quarta-Feira
16788,CA,Light,Chico,23/12/2009,03:10,23,12,Quarta-Feira
16789,WA,Cigar,Tacoma,23/12/2009,01:38,23,12,Quarta-Feira
16790,NC,Light,Lexington,22/12/2009,22:45,22,12,Terça-Feira
16791,PA,Light,Wellersburg,22/12/2009,21:00,22,12,Terça-Feira
16792,PA,Formation,Jacobs Mill,22/12/2009,20:25,22,12,Terça-Feira
16793,ME,Triangle,Bucksport,22/12/2009,16:00,22,12,Terça-Feira
16794,FL,Fireball,Vero Beach,21/12/2009,21:30,21,12,Segunda-Feira
16795,NY,Other,Hampton Bays,21/12/2009,19:50,21,12,Segunda-Feira
16796,ME,Triangle,Bucksport,21/12/2009,15:30,21,12,Segunda-Feira
16797,NM,Circle,Stanley,21/12/2009,00:00,21,12,Segunda-Feira
16798,CA,Other,Fullerton,20/12/2009,21:00,20,12,Domingo
16799,CA,Triangle,Salinas,20/12/2009,19:00,20,12,Domingo
16800,CA,Circle,Chula Vista,20/12/2009,18:30,20,12,Domingo
16801,WI,Circle,Green Bay,20/12/2009,17:20,20,12,Domingo
16802,VA,Unknown,Glen Allen,20/12/2009,12:00,20,12,Domingo
16803,CA,Light,Carlsbad,20/12/2009,06:13,20,12,Domingo
16804,CA,Disk,Hollister ( Lone Tree Road),20/12/2009,05:45,20,12,Domingo
16805,MN,Light,Sartell,20/12/2009,05:40,20,12,Domingo
16806,AZ,Light,Phoenix,19/12/2009,19:15,19,12,Sábado
16807,CA,Circle,San Francisco,19/12/2009,18:25,19,12,Sábado
16808,NM,Sphere,Stanley,19/12/2009,18:00,19,12,Sábado
16809,CA,Unknown,Campbell,19/12/2009,01:45,19,12,Sábado
16810,CO,Disk,Denver,18/12/2009,22:15,18,12,Sexta-Feira
16811,CA,Oval,Leggett,18/12/2009,20:10,18,12,Sexta-Feira
16812,VA,Circle,Partlow,17/12/2009,22:24,17,12,Quinta-Feira
16813,KY,Other,Ryland Heights,17/12/2009,21:00,17,12,Quinta-Feira
16814,CO,Triangle,Colorado Springs,17/12/2009,21:00,17,12,Quinta-Feira
16815,MA,Unknown,Norton,17/12/2009,21:00,17,12,Quinta-Feira
16816,CT,Circle,Willington,17/12/2009,21:00,17,12,Quinta-Feira
16817,AK,Triangle,Delta Junction,17/12/2009,20:00,17,12,Quinta-Feira
16818,CA,Light,Berkeley,17/12/2009,20:00,17,12,Quinta-Feira
16819,AZ,Flash,Springerville,17/12/2009,05:00,17,12,Quinta-Feira
16820,NJ,Unknown,Linden,17/12/2009,,17,12,Quinta-Feira
16821,CA,Disk,Colton,16/12/2009,21:20,16,12,Quarta-Feira
16822,PA,Light,New Freedom,16/12/2009,19:50,16,12,Quarta-Feira
16823,CA,Disk,Perris,16/12/2009,08:00,16,12,Quarta-Feira
16824,TX,Oval,Leakey,16/12/2009,06:30,16,12,Quarta-Feira
16825,MD,Light,Preston,15/12/2009,22:45,15,12,Terça-Feira
16826,CA,Changing,Huntington Beach,15/12/2009,19:00,15,12,Terça-Feira
16827,MS,Light,Tupelp,15/12/2009,18:15,15,12,Terça-Feira
16828,MO,Unknown,O'Fallon,15/12/2009,18:15,15,12,Terça-Feira
16829,TX,Triangle,Richland Hills,15/12/2009,12:23,15,12,Terça-Feira
16830,KS,Unknown,Overland Park,15/12/2009,08:30,15,12,Terça-Feira
16831,NV,Formation,Ashton,15/12/2009,06:44,15,12,Terça-Feira
16832,CA,Rectangle,San Carlos,14/12/2009,00:00,14,12,Segunda-Feira
16833,KS,Cylinder,Leavenworth,14/12/2009,22:43,14,12,Segunda-Feira
16834,TX,Light,Walnut Springs,14/12/2009,21:00,14,12,Segunda-Feira
16835,MA,Unknown,Mendon,14/12/2009,09:04,14,12,Segunda-Feira
16836,CA,Unknown,Temecula,14/12/2009,04:45,14,12,Segunda-Feira
16837,CT,Circle,Stratford,14/12/2009,04:30,14,12,Segunda-Feira
16838,NY,Disk,West Babylon,13/12/2009,23:25,13,12,Domingo
16839,CA,Triangle,Ontario,13/12/2009,23:00,13,12,Domingo
16840,TX,Other,Fort Worth,13/12/2009,22:45,13,12,Domingo
16841,CA,Triangle,West Covina,13/12/2009,17:15,13,12,Domingo
16842,FL,Light,Aventura,13/12/2009,14:00,13,12,Domingo
16843,FL,Light,Land O'Lakes,13/12/2009,00:49,13,12,Domingo
16844,NY,Circle,New York City (Staten Island),12/12/2009,23:00,12,12,Sábado
16845,CA,Unknown,Long Beach,12/12/2009,22:30,12,12,Sábado
16846,TN,Sphere,Pleasant Shade,12/12/2009,22:00,12,12,Sábado
16847,PA,Circle,Media,12/12/2009,22:00,12,12,Sábado
16848,NJ,Oval,Washington,12/12/2009,22:00,12,12,Sábado
16849,CA,Formation,Santa Monica,12/12/2009,21:30,12,12,Sábado
16850,CA,Triangle,Daly City,12/12/2009,19:00,12,12,Sábado
16851,NY,Triangle,Latham,12/12/2009,18:28,12,12,Sábado
16852,IL,Circle,Troy,12/12/2009,18:10,12,12,Sábado
16853,NH,Circle,Francestown,12/12/2009,18:05,12,12,Sábado
16854,NJ,Fireball,Mahwah,12/12/2009,17:51,12,12,Sábado
16855,CT,Light,Niantic,12/12/2009,17:50,12,12,Sábado
16856,PA,Fireball,Cochranville,12/12/2009,17:50,12,12,Sábado
16857,OK,Other,Oklahoma City,12/12/2009,04:00,12,12,Sábado
16858,CO,Triangle,Thornton,12/12/2009,04:00,12,12,Sábado
16859,MD,Sphere,Towson,12/12/2009,02:10,12,12,Sábado
16860,MN,Oval,St. Louis Park,11/12/2009,23:00,11,12,Sexta-Feira
16861,MD,Triangle,Rockville,11/12/2009,22:41,11,12,Sexta-Feira
16862,NJ,Light,Sewell,11/12/2009,20:30,11,12,Sexta-Feira
16863,LA,Unknown,Shreveport,11/12/2009,20:00,11,12,Sexta-Feira
16864,MI,Other,Dexter,11/12/2009,20:00,11,12,Sexta-Feira
16865,LA,Light,Baton Rouge,11/12/2009,18:20,11,12,Sexta-Feira
16866,NC,Cylinder,Spruce Pine,11/12/2009,18:00,11,12,Sexta-Feira
16867,NY,Circle,Hauppauge,11/12/2009,05:50,11,12,Sexta-Feira
16868,CA,Light,Carlsbad,11/12/2009,02:50,11,12,Sexta-Feira
16869,MN,Fireball,Inver Grove Heights,11/12/2009,01:15,11,12,Sexta-Feira
16870,VA,Oval,Chatham,11/12/2009,01:00,11,12,Sexta-Feira
16871,TN,Disk,Spring Hill,10/12/2009,22:00,10,12,Quinta-Feira
16872,NY,Light,Wappingers Falls,10/12/2009,21:25,10,12,Quinta-Feira
16873,LA,Sphere,Des Allemands,10/12/2009,19:27,10,12,Quinta-Feira
16874,CO,Flash,Canon City,10/12/2009,18:00,10,12,Quinta-Feira
16875,CO,Disk,Colorado Springs,10/12/2009,18:00,10,12,Quinta-Feira
16876,VA,Other,Woodbridge,10/12/2009,17:50,10,12,Quinta-Feira
16877,PA,Light,Drums,09/12/2009,23:45,09,12,Quarta-Feira
16878,DC,Sphere,"Washington, D.C.",09/12/2009,23:00,09,12,Quarta-Feira
16879,AZ,Light,Buckeye,09/12/2009,21:00,09,12,Quarta-Feira
16880,IL,Circle,Lenzburg,09/12/2009,19:20,09,12,Quarta-Feira
16881,IL,Circle,Lenzburg,09/12/2009,19:20,09,12,Quarta-Feira
16882,TX,Other,Belton,09/12/2009,18:25,09,12,Quarta-Feira
16883,CA,Disk,Newport Beach,08/12/2009,20:00,08,12,Terça-Feira
16884,MO,Rectangle,Cape Fair,08/12/2009,19:00,08,12,Terça-Feira
16885,NY,Changing,Elmira,08/12/2009,,08,12,Terça-Feira
16886,AL,Diamond,Smiths Station,07/12/2009,23:00,07,12,Segunda-Feira
16887,FL,Fireball,Marathon,07/12/2009,21:00,07,12,Segunda-Feira
16888,VA,Oval,Mineral,07/12/2009,20:40,07,12,Segunda-Feira
16889,AZ,Circle,Arizona or Colorano (inflight sighting),07/12/2009,18:00,07,12,Segunda-Feira
16890,OR,Formation,Beaverton,07/12/2009,02:00,07,12,Segunda-Feira
16891,FL,Other,Key West,07/12/2009,01:30,07,12,Segunda-Feira
16892,FL,Light,Mims,06/12/2009,20:45,06,12,Domingo
16893,HI,Light,Honolulu,06/12/2009,19:30,06,12,Domingo
16894,NY,Light,Preble,06/12/2009,18:57,06,12,Domingo
16895,CA,Disk,Temecula,06/12/2009,18:40,06,12,Domingo
16896,IL,Formation,Frankfort,06/12/2009,17:55,06,12,Domingo
16897,SC,Other,Taylors,06/12/2009,12:00,06,12,Domingo
16898,WA,Unknown,Auburn,06/12/2009,01:10,06,12,Domingo
16899,CA,Disk,Murrieta,06/12/2009,01:00,06,12,Domingo
16900,CA,Circle,Menifee,05/12/2009,22:14,05,12,Sábado
16901,KY,Rectangle,Murray,05/12/2009,21:06,05,12,Sábado
16902,CA,Circle,Temecula,05/12/2009,20:00,05,12,Sábado
16903,AZ,Light,Phoenix,05/12/2009,20:00,05,12,Sábado
16904,CA,Circle,Temecula,05/12/2009,18:45,05,12,Sábado
16905,IL,Circle,Gifford,05/12/2009,17:30,05,12,Sábado
16906,OK,Unknown,Hugo (southeast OK),05/12/2009,16:00,05,12,Sábado
16907,VA,Oval,Danville,04/12/2009,22:00,04,12,Sexta-Feira
16908,OH,Formation,Youngstown,04/12/2009,20:45,04,12,Sexta-Feira
16909,OH,Circle,Canfield,04/12/2009,20:00,04,12,Sexta-Feira
16910,NH,Triangle,Woodsville,04/12/2009,20:00,04,12,Sexta-Feira
16911,NY,Light,Buffalo,04/12/2009,18:00,04,12,Sexta-Feira
16912,PA,Cylinder,McMurray,04/12/2009,17:50,04,12,Sexta-Feira
16913,VA,Triangle,Parksley,04/12/2009,17:45,04,12,Sexta-Feira
16914,MS,Triangle,Heidelburg,04/12/2009,17:30,04,12,Sexta-Feira
16915,NH,Light,Conway,04/12/2009,08:04,04,12,Sexta-Feira
16916,KY,Triangle,Alexandria,04/12/2009,05:00,04,12,Sexta-Feira
16917,ME,Light,Vassalboro,04/12/2009,04:50,04,12,Sexta-Feira
16918,FL,Light,Vero Beach,03/12/2009,21:00,03,12,Quinta-Feira
16919,IL,Light,Bartlett,03/12/2009,20:35,03,12,Quinta-Feira
16920,WA,Sphere,Puyallup,03/12/2009,17:30,03,12,Quinta-Feira
16921,FL,Unknown,North Port,03/12/2009,13:22,03,12,Quinta-Feira
16922,UT,Light,St. George,03/12/2009,06:30,03,12,Quinta-Feira
16923,AZ,Circle,Tucson,02/12/2009,23:00,02,12,Quarta-Feira
16924,AK,Triangle,Fort Greely,02/12/2009,21:20,02,12,Quarta-Feira
16925,NC,Light,Conover,02/12/2009,21:00,02,12,Quarta-Feira
16926,AZ,Cigar,Wickenburg,02/12/2009,20:45,02,12,Quarta-Feira
16927,VA,Formation,Harrisonburg,02/12/2009,19:00,02,12,Quarta-Feira
16928,CA,Oval,San Dimas,02/12/2009,18:30,02,12,Quarta-Feira
16929,CA,Disk,Grass Valley,02/12/2009,10:30,02,12,Quarta-Feira
16930,IN,Light,Terre Haute,02/12/2009,06:35,02,12,Quarta-Feira
16931,WA,Fireball,Seattle,02/12/2009,03:24,02,12,Quarta-Feira
16932,WA,Other,Mt. Rainier National Park,02/12/2009,03:19,02,12,Quarta-Feira
16933,LA,Light,Iota,02/12/2009,02:00,02,12,Quarta-Feira
16934,CA,Triangle,Torrance,02/12/2009,00:00,02,12,Quarta-Feira
16935,MI,Light,Blanchard,01/12/2009,23:00,01,12,Terça-Feira
16936,CA,Light,Napa,01/12/2009,22:55,01,12,Terça-Feira
16937,CA,Light,Fresno,01/12/2009,22:00,01,12,Terça-Feira
16938,FL,Triangle,Lake Wales,01/12/2009,21:30,01,12,Terça-Feira
16939,GA,Triangle,Roswell,01/12/2009,21:00,01,12,Terça-Feira
16940,IL,Light,Lockport,01/12/2009,20:30,01,12,Terça-Feira
16941,CO,Oval,Boulder,01/12/2009,20:00,01,12,Terça-Feira
16942,IN,Flash,Lexington,01/12/2009,19:00,01,12,Terça-Feira
16943,MD,Other,Taneytown,01/12/2009,19:00,01,12,Terça-Feira
16944,MD,Other,Taneytown,01/12/2009,19:00,01,12,Terça-Feira
16945,MO,Fireball,Salem,01/12/2009,18:45,01,12,Terça-Feira
16946,CA,Triangle,Fremont,01/12/2009,18:42,01,12,Terça-Feira
16947,MO,Fireball,Salem,01/12/2009,18:40,01,12,Terça-Feira
16948,OR,Light,Klamath Falls (onb Hwy 140),01/12/2009,18:00,01,12,Terça-Feira
16949,AK,Light,Kaktovik,01/12/2009,16:00,01,12,Terça-Feira
16950,NE,Circle,Lincoln,01/12/2009,14:00,01,12,Terça-Feira
16951,FL,Oval,Miami,01/12/2009,07:00,01,12,Terça-Feira
16952,MN,Light,Sartell,01/12/2009,05:50,01,12,Terça-Feira
16953,OH,Triangle,Holland,01/12/2009,03:05,01,12,Terça-Feira
16954,NJ,Rectangle,Woodbridge,01/12/2009,03:00,01,12,Terça-Feira
16955,OR,Disk,Monmouth,01/12/2009,02:00,01,12,Terça-Feira
16956,IN,Fireball,Bloomington,01/12/2009,00:45,01,12,Terça-Feira
16957,AZ,Disk,Mesa,01/12/2009,00:23,01,12,Terça-Feira
16958,GA,Triangle,Stone Mountain,31/01/2010,13:00,31,01,Domingo
16959,WI,Light,Milwaukee,31/01/2010,06:30,31,01,Domingo
16960,CA,Triangle,Oakland,30/01/2010,19:00,30,01,Sábado
16961,ME,Cylinder,Kennebunk Beach,30/01/2010,08:40,30,01,Sábado
16962,TX,Cigar,Edinburg,29/01/2010,19:40,29,01,Sexta-Feira
16963,MD,Oval,Jefferson,29/01/2010,13:25,29,01,Sexta-Feira
16964,NC,Diamond,Madison County,29/01/2010,11:00,29,01,Sexta-Feira
16965,PA,Light,Punxsutawney,29/01/2010,02:20,29,01,Sexta-Feira
16966,WA,Changing,Maple Valley,29/01/2010,00:00,29,01,Sexta-Feira
16967,MN,Light,Stillwater,28/01/2010,20:30,28,01,Quinta-Feira
16968,NJ,Sphere,Folsom,28/01/2010,20:00,28,01,Quinta-Feira
16969,FL,Other,St. Augustine,28/01/2010,19:25,28,01,Quinta-Feira
16970,CA,Triangle,Perris,28/01/2010,18:10,28,01,Quinta-Feira
16971,TX,Circle,Houston,28/01/2010,14:00,28,01,Quinta-Feira
16972,CA,Sphere,Santa Ana,28/01/2010,08:27,28,01,Quinta-Feira
16973,OH,Light,Reedsville,28/01/2010,04:45,28,01,Quinta-Feira
16974,IN,Triangle,South Bend,28/01/2010,03:00,28,01,Quinta-Feira
16975,NC,Fireball,Charlotte,27/01/2010,20:30,27,01,Quarta-Feira
16976,NC,Disk,Wilkesboro/DeepGap,27/01/2010,19:00,27,01,Quarta-Feira
16977,CA,Sphere,Santa Fe Springs,27/01/2010,11:00,27,01,Quarta-Feira
16978,CO,Light,Fort Collins,27/01/2010,06:00,27,01,Quarta-Feira
16979,NC,Sphere,Greensboro,27/01/2010,02:15,27,01,Quarta-Feira
16980,WA,Triangle,Chico,26/01/2010,21:40,26,01,Terça-Feira
16981,FL,Light,Miami,26/01/2010,19:01,26,01,Terça-Feira
16982,RI,Other,South Kingstown,26/01/2010,11:00,26,01,Terça-Feira
16983,TX,Other,Austin,26/01/2010,09:45,26,01,Terça-Feira
16984,NC,Sphere,Raleigh,25/01/2010,20:48,25,01,Segunda-Feira
16985,NC,Light,Clayton,25/01/2010,20:30,25,01,Segunda-Feira
16986,NM,Other,Holloman AFB,25/01/2010,19:15,25,01,Segunda-Feira
16987,FL,Light,Naples,25/01/2010,19:00,25,01,Segunda-Feira
16988,HI,Light,Kapolei,25/01/2010,18:45,25,01,Segunda-Feira
16989,HI,Light,Keaau,25/01/2010,18:00,25,01,Segunda-Feira
16990,FL,Other,Miami,25/01/2010,17:30,25,01,Segunda-Feira
16991,WA,Unknown,Lake Stevens,25/01/2010,05:00,25,01,Segunda-Feira
16992,FL,Circle,Tampa,24/01/2010,19:40,24,01,Domingo
16993,WA,Circle,Lake Tapps,23/01/2010,18:00,23,01,Sábado
16994,CA,Light,Pacific Grove,23/01/2010,15:20,23,01,Sábado
16995,CA,Disk,Lakewood,23/01/2010,14:30,23,01,Sábado
16996,NV,Light,Carson City,23/01/2010,05:38,23,01,Sábado
16997,NV,Cigar,Reno,23/01/2010,01:30,23,01,Sábado
16998,FL,Triangle,Titusville,23/01/2010,00:00,23,01,Sábado
16999,NY,Unknown,Peekskill,22/01/2010,23:20,22,01,Sexta-Feira
17000,TX,Sphere,Spring,22/01/2010,23:00,22,01,Sexta-Feira
17001,MA,Triangle,Southbridge,22/01/2010,22:30,22,01,Sexta-Feira
17002,NM,Light,Socorro,22/01/2010,18:00,22,01,Sexta-Feira
17003,NE,Disk,Lincoln,22/01/2010,17:00,22,01,Sexta-Feira
17004,ID,Changing,Boise,22/01/2010,04:40,22,01,Sexta-Feira
17005,NJ,Light,Riverside,22/01/2010,02:20,22,01,Sexta-Feira
17006,NJ,Other,Bloomfield,21/01/2010,22:45,21,01,Quinta-Feira
17007,TX,Sphere,San Antonio,21/01/2010,22:19,21,01,Quinta-Feira
17008,RI,Cylinder,South Kingstown,21/01/2010,18:40,21,01,Quinta-Feira
17009,NY,Circle,Rochester,21/01/2010,18:05,21,01,Quinta-Feira
17010,IA,Other,Saint Charles,21/01/2010,05:30,21,01,Quinta-Feira
17011,NC,Disk,Greensboro,21/01/2010,01:00,21,01,Quinta-Feira
17012,AR,Diamond,Batesville,20/01/2010,20:00,20,01,Quarta-Feira
17013,FL,Fireball,New Port Richey,20/01/2010,20:00,20,01,Quarta-Feira
17014,PA,Circle,((HOAX??)),20/01/2010,19:30,20,01,Quarta-Feira
17015,NY,Disk,Poughkeepsie,20/01/2010,19:00,20,01,Quarta-Feira
17016,OR,Other,Bandon,20/01/2010,18:45,20,01,Quarta-Feira
17017,CT,Light,North Stonington,20/01/2010,18:00,20,01,Quarta-Feira
17018,CA,Disk,San Jose,20/01/2010,12:00,20,01,Quarta-Feira
17019,IA,Flash,Walnut,20/01/2010,07:45,20,01,Quarta-Feira
17020,NY,Fireball,Gowanda,20/01/2010,03:34,20,01,Quarta-Feira
17021,CA,Light,Pt. Mugu/Oxnard,20/01/2010,02:00,20,01,Quarta-Feira
17022,VA,Unknown,Amherst,19/01/2010,23:00,19,01,Terça-Feira
17023,CA,Light,Azusa,19/01/2010,21:05,19,01,Terça-Feira
17024,IL,Flash,Elmwood Park,19/01/2010,00:01,19,01,Terça-Feira
